sl,text,aspect,sentiment,Issues,Battery,External,Internal,Screen,Service,Software
994,"Setting would change for some reason , the screen size would change on it 's own , like the pixel sizes and whatnot .",pixel sizes,-1,Screen,0,0,0,1,0,0
995,It had some kind of pre installed software update that completely shut the computer down when you clicked it .,pre installed software update,-1,Internal,0,0,1,0,0,0
998,"Also , the space bar makes a noisy click every time you use it .",space bar,-1,Internal,0,0,1,0,0,0
1000,iPhotos is an excellent program for storing and organizing photos .,program,1,Software,0,0,0,0,0,1
1002,Called tech support and got the usual Acer `` We do n't support software but for $ $ $ we can help you '' I explained there was no software involved in booting .,software,-1,Software,0,0,0,0,0,1
1003,Called tech support and got the usual Acer `` We do n't support software but for $ $ $ we can help you '' I explained there was no software involved in booting .,software,-1,Software,0,0,0,0,0,1
1004,Called tech support and got the usual Acer `` We do n't support software but for $ $ $ we can help you '' I explained there was no software involved in booting .,booting,-1,Software,0,0,0,0,0,1
1005,"The programs are great , like iphoto -LRB- love the editing capabilities -RRB- , imail -LRB- which can incorporate with the address book on the ipod and ipad -RRB- , imovie , etc. .",programs,1,Software,0,0,0,0,0,1
1006,"The programs are great , like iphoto -LRB- love the editing capabilities -RRB- , imail -LRB- which can incorporate with the address book on the ipod and ipad -RRB- , imovie , etc. .",iphoto,1,Software,0,0,0,0,0,1
1009,"The only thing I did n't learn in my research was the software I would need like privacy protection and warranty protection , in case it gets broken , or crashes etc. .",software,0,Software,0,0,0,0,0,1
1013,I thought the price was great for the specs .,price,1,Service,0,0,0,0,1,0
1015,the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have .,cd drive,-1,External,0,1,0,0,0,0
1018,I also like that you can scroll down in a window using two fingers on the trackpad .,trackpad,1,External,0,1,0,0,0,0
1020,Everything from the design to the OS is simple and to the point .,OS,1,Software,0,0,0,0,0,1
1021,I ' v spent as much for shipping as I would to buy a new netbook -- of course a different brand .,shipping,-1,Service,0,0,0,0,1,0
1023,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers .,gaming performance,1,Service,0,0,0,0,1,0
1024,This just keeps having it 's hard drive replaced !,hard drive,-1,Internal,0,0,1,0,0,0
1026,The only downfall is the volume control .,volume control,-1,External,0,1,0,0,0,0
1027,Very fast boot up and shut down .,boot up,1,Software,0,0,0,0,0,1
1029,I finally decided on this laptop because it was the right price for what I need it .,price,1,Service,0,0,0,0,1,0
1030,"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more , or buy a USB wireless card .",internet connectivity,0,Internal,0,0,1,0,0,0
1032,I had read online that some users were having sound problems .,sound,-1,External,0,1,0,0,0,0
1034,It discharges too quickly .,discharges,-1,Internal,0,0,1,0,0,0
1036,Then it ceased charging at all .,charging,-1,Battery,1,0,0,0,0,0
1039,"I do not experience a lot of heat coming out of it , however I would highly suggest purchasing a stand however , due to the nature of the design of the macbook as it is one very large heat sink .",heat sink,-1,Internal,0,0,1,0,0,0
1040,"* = Webcam is a bit laggy , not the greatest .",Webcam,-1,External,0,1,0,0,0,0
1043,"The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me , they said my warrenty was up and hung up on me .",warrenty,-1,Service,0,0,0,0,1,0
1050,This computer is exceptionally thin for it 's screen size and processing power .,screen size,1,Screen,0,0,0,1,0,0
1052,I have not had a problem with the applications quitting or freezing .,applications,1,Software,0,0,0,0,0,1
1053,"Maybe this is virus related , maybe not , but the computer has locked up many times , and on two occasions , the screen has simply gone black .",screen,-1,Screen,0,0,0,1,0,0
1054,This wiped out several programs that were installed on the computer when it was bought .,programs,-1,Software,0,0,0,0,0,1
1055,"It 's graphics are n't bad at all , for the lower end of the MacBook Pro spectrum , easily capable of running StarCraft II and other games with comparable graphics .",graphics,1,Internal,0,0,1,0,0,0
1056,"It 's graphics are n't bad at all , for the lower end of the MacBook Pro spectrum , easily capable of running StarCraft II and other games with comparable graphics .",graphics,0,Internal,0,0,1,0,0,0
1057,"I have Vista , so I am unable to install and uninstall some programs .",Vista,-1,Software,0,0,0,0,0,1
1058,"I have Vista , so I am unable to install and uninstall some programs .",programs,-1,Software,0,0,0,0,0,1
1061,"The screen is bright and vivid and the keyboard is very easy to use , very important for use quick typers .",screen,1,Screen,0,0,0,1,0,0
1062,"The screen is bright and vivid and the keyboard is very easy to use , very important for use quick typers .",keyboard,1,External,0,1,0,0,0,0
1063,the mouse jumps around all the time and it clicks stuff i dont want it too .,mouse,-1,External,0,1,0,0,0,0
1067,"I had my IWORKS , Itunes , Email , MS Office , network and printers set up and completely working perfectly within an hour .",MS Office,1,Software,0,0,0,0,0,1
1068,The macbooks are small enough to be very portable yet hold tons of information and performance .,performance,1,Software,0,0,0,0,0,1
1070,The only downfall is a lot of the software I have wo n't work with Mac and iWork is not worth the price of it .,software,-1,Software,0,0,0,0,0,1
1071,The only downfall is a lot of the software I have wo n't work with Mac and iWork is not worth the price of it .,price,-1,Service,0,0,0,0,1,0
1072,"Whenever tried to turn it on , it would restart as soon as the BIOS launched Windows -LRB- or Winblows , as I like ot call it -RRB- .",BIOS,-1,Software,0,0,0,0,0,1
1073,"Whenever tried to turn it on , it would restart as soon as the BIOS launched Windows -LRB- or Winblows , as I like ot call it -RRB- .",Windows,-1,Software,0,0,0,0,0,1
1074,BUT there 's this application called Boot Camp which allows you to add another OS X like Windows .,application,0,Software,0,0,0,0,0,1
1075,BUT there 's this application called Boot Camp which allows you to add another OS X like Windows .,OS X,0,Software,0,0,0,0,0,1
1077,BUT there 's this application called Boot Camp which allows you to add another OS X like Windows .,Windows,0,Software,0,0,0,0,0,1
1078,The mousepad is a huge pain in the arse !,mousepad,-1,External,0,1,0,0,0,0
1079,"I hope to edit this in the next few hours , I am going to try to install my own copy of Windows 7 .",Windows 7,0,Software,0,0,0,0,0,1
1081,"-RRB- I also purchased Applecare for $ 300 , which is a three year extended warranty , since I ve never seen any laptop that lasted more than two .",extended warranty,0,Service,0,0,0,0,1,0
1082,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of , like my cad programs .",windows,0,Software,0,0,0,0,0,1
1083,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of , like my cad programs .",programs,0,Software,0,0,0,0,0,1
1086,"Whenever I call Dell about an unrelated problem , they ask me if my laptop is running slowly and if I 'd like to purchase more memory for $ 75 .",memory,0,Internal,0,0,1,0,0,0
1090,This time the mouse pad and right click key would n't work !,mouse pad,-1,External,0,1,0,0,0,0
1091,This time the mouse pad and right click key would n't work !,right click key,-1,External,0,1,0,0,0,0
1092,The first full charge of this battery got me only about 2 full hours .,battery,-1,Battery,1,0,0,0,0,0
1093,The first full charge of this battery got me only about 2 full hours .,full charge,-1,Battery,1,0,0,0,0,0
1098,They only stay charged a little over an hour .,charged,-1,Battery,1,0,0,0,0,0
1099,I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat .,tech support,-1,Service,0,0,0,0,1,0
1101,Keyboard could use some trimming .,Keyboard,-1,External,0,1,0,0,0,0
1102,Its white color is stylish for college students and easy to take to carry and take to classes .,color,1,Service,0,0,0,0,1,0
1103,"Returned laptop for repair a 2nd time and it came back with obvious physical damage -LRB- keyboard bulging and speaker grill pressed in -RRB- , buttons not working and USB ports inoperative .",keyboard,-1,External,0,1,0,0,0,0
1104,"Returned laptop for repair a 2nd time and it came back with obvious physical damage -LRB- keyboard bulging and speaker grill pressed in -RRB- , buttons not working and USB ports inoperative .",speaker grill,-1,External,0,1,0,0,0,0
1105,"Returned laptop for repair a 2nd time and it came back with obvious physical damage -LRB- keyboard bulging and speaker grill pressed in -RRB- , buttons not working and USB ports inoperative .",buttons,-1,External,0,1,0,0,0,0
1106,"Returned laptop for repair a 2nd time and it came back with obvious physical damage -LRB- keyboard bulging and speaker grill pressed in -RRB- , buttons not working and USB ports inoperative .",USB ports,-1,External,0,1,0,0,0,0
1107,I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer .,warranty,1,Service,0,0,0,0,1,0
1110,I took off a star because the machine has a lot of junk software on it .,software,-1,Software,0,0,0,0,0,1
1112,Tried to make a recovey disk wouldnt get passed the first recovery disk .,recovey disk,-1,Internal,0,0,1,0,0,0
1113,Tried to make a recovey disk wouldnt get passed the first recovery disk .,recovery disk,-1,Software,0,0,0,0,0,1
1117,"For the same price , you get a lot more in the Asus ... 1920x1080 res .",price,-1,Service,0,0,0,0,1,0
1120,"I use this for my tutoring business , and since I 'm always bouncing from student to student , it is ideal for portability and battery life -LRB- yes , it gets the 8 hours as advertised ! -RRB- .",battery life,1,Battery,1,0,0,0,0,0
1121,It is in the best condition and has a really high quality .,quality,1,Service,0,0,0,0,1,0
1123,However the frozen screens kept happening .,screens,-1,Screen,0,0,0,1,0,0
1124,"It is short on space , and downloads always had problems being completed , or were said to be ` corrupted ' .",space,-1,Internal,0,0,1,0,0,0
1125,"It is short on space , and downloads always had problems being completed , or were said to be ` corrupted ' .",downloads,-1,Software,0,0,0,0,0,1
1126,3 -RRB- Horrible customer support,customer support,-1,Service,0,0,0,0,1,0
1130,The downside to this netbook is pretty much the same for any netbook : screen size is not something I 'd stare at for the entire 10-11 hours of battery life five days a week .,screen size,0,Screen,0,0,0,1,0,0
1131,The downside to this netbook is pretty much the same for any netbook : screen size is not something I 'd stare at for the entire 10-11 hours of battery life five days a week .,battery life,0,Battery,1,0,0,0,0,0
1132,The graphics are great .,graphics,1,Internal,0,0,1,0,0,0
1133,in 5 months the connect quality got worse and worse .,connect quality,-1,Internal,0,0,1,0,0,0
